Resource Name,Contact Phone,Website Address,Location (if applicable),NOTES
Community Information & Referral,1-877-211-8661 OR 2-1-1,"www.cirs.org 
https://211arizona.org/",,"Referral services hotline: Food, clothing, help paying bills, housing & shelter, domestic violence & human trafficking, health & dental, disability related services, veteran & military services, employment services, mental health & support groups, substance use disorder, government & tribal services, individual & family services"
KidsCare (AHCCCS),"602-417-5437 
fax: 602-257-7016",http://www.rxresource.org/prescription-assistance/kidscare.html,"801 E Jefferson, Phoenix,  AZ 85034","Health Care for children 18 years old or  younger that qualifies
All members of KidsCare (except Native  Americans) must pay a monthly premium.  KidsCare will cost no more than $25 a month  for one child or no more than $35 a month  for multiple children"
DES (Family Assistance  Client Services,"602-542-9935 
1-800-352-8401",http://www.azoca.gov/resources/faqs/des/,,"General assistance, food stamps, medical  insurance"
Benefits check-up (National Council on  Aging),,www.Benefitscheckup.org,,"State, Federal and Private Benefit programs  for prescription assistance, health care, food,  utilities, tax relief, transportation, legal  support, employment assistance etc."
Government Benefits,1-800-333-4636,www.GovBenefits.gov,,"Helps provide improved, personalized access  to Governmental Assistance Programs. Call  1-800-FED- INFO, M-F: 8:00 AM- 8:00 PM,  eastern time to speak with an information  specialist."
COMMUNITY ACTION PROGRAM OFFICES,,,,
Gilbert,480-963-1423,,"44 N Oak Street, Gilbert,  AZ 85225","Arizona Community Action Association 602- 604-0640 www.azcaa.org 
www.selfhelp.org 
General assistance, assistance with utilities,  emergency financial assistance, rental  assistance, telephone assistance, short- term  and long-term assistance programs, Senior  discount programs for utilities, Phone/Med  Alert Services, food boxes, rent, utilities, case  management, weatherization, eviction  prevention, shelter coordination, air  conditioning repairs in the summer, etc. 
Assistance with state paid benefits qualifications."
City of Guadalupe,"480-730-3093 
Fax: 480-505-5383",,"9421 S Avenida Del Yaqui, Guadalupe, AZ  85283",
Avondale,"623-333-2703 
Fax: 623-478-0270",,"328 W Western Ave.,  Avondale, AZ 85323",
Chandler,480-963-1423,,"345 S California St., Chandler, AZ 85225",
Tempe,"480-350-5880 
Fax: 480-350-5894",,"2150 E Orange, Tempe,  AZ 85281",
Scottsdale (Visa Del  Camino Program),"480-312-2323 
Fax: 480-312-7715",,"7700 E Roosevelt, Scottsdale, AZ 85257",
Mesa,"480-833-9200 
Fax: 480-833-9292",,"635 E Broadway Rd., Mesa, AZ 85204",
Phoenix,"602-262-6666 
Fax: 602-534-2092",,"200 W Washington, 18th  Floor, Phoenix, AZ 85003",
,602-534-4732,,"4732 S Central Avenue,  Phoenix, AZ 85040",
,602-262-6510,,"3454 N 51st Avenue,  Phoenix, AZ 85031",
,602-495-5229,,"914 W Hatcher Rd., Phoenix, AZ 85021",
Glendale,"623-930-2854 
Fax: 623-930-2141",,"5850 W Glendale Ave.,  Ste. B51, Glendale, AZ  85301",
Maricopa County Human Services Department,"602-506-5911 
Fax: 602-506-4982",,"34 N Central Avenue, 3rd  Floor, Phoenix, AZ 85004",
SALVATION ARMY LOCATIONS,,,,
Apache Junction,480-982-4110,www.tsasw.org,"605 E Broadway Ave.,  Apache Junction, AZ 85219","Assistance with food, clothing, financial  support, utility assistance, rental assistance,  youth programming, church programming,  and more. Homeless outreach services."
Tempe,480-967-8649,,"40 E University Dr., Tempe, AZ 85280",
Phoenix,602-233-9272,,"4318 W Clarendon Avenue, Phoenix, AZ  85031",The Salvation Army: 602-267-4122 
,602-267-4100,,"2707 E Van Buren St.,  Phoenix, AZ 85008",
,602-553-0988,,"4343 N 16th Street, Phoenix, AZ 85016",
,602-251-2005,,"613 N 4th Avenue, Phoenix, AZ 85003",
Chandler,480-963-2041,,"85 E Saragosa St, Chandler, AZ 85225",
Mesa,480-962-9103,,"241 E 6th St., Mesa, AZ  85201",
Glendale,623-934-0469,,"6010 W Northern Ave,  Glendale, AZ 85031",
Sun City,623-977-1084,,"17420 N Avenue of the  Arts Blvd., Surprise, AZ  85373",
PROGRAMS BY LOCATION,,,,
GILBERT,,,,
Maricopa Workforce  Connections- Arizona  @ Work,"602-372-9700 
Fax: 602-372-9700",https://arizonaatwork.com/about,"735 N Gilbert Rd., Ste.  134, Gilbert, AZ 85234","Help with unemployment insurance, job  search assistance, skill and aptitude  assessments, career counseling, resume  writing, job readiness workshops, and  interview techniques. Specialized services for  veterans, youth, and those with disabilities. https://jobs.maricopa.gov/ "
Midwest Food Bank,515-210-9400,http://arizona.midwestfoodbank.org/home,"725 E Baseline Rd., Gilbert, AZ 85233","Food pantries, soup kitchens, and disaster  relief "
The Open Arms Center,"480-539-0175 
Fax: 480-350-7854",,"522 N Gilbert Rd., Ste  103, Gilbert, AZ 85234","Resource Program for Gilbert Residents,  Food Bank, and Clothing Closet"
Elite Community Services,480-558-1275,https://ecsaz.org/training-services/,"3651 E Baseline Rd., Ste  E-222, Gilbert, AZ 85234","Adult tutoring, Vocational/Employment  Supportive Services, Computer training, Skill  building, fingerprinting. "
Gilbert Community Center,480-503-6290,https://www.gilbertaz.gov/residents/townservices,"130 N Oak St., Gilbert, AZ  85233",Offers community and neighborhood  services 
Friends of the Needy/  St. Anne’s Catholic,"480-507-4400 
Fax: 480-507-4800",,"40 E Elliot Rd., Gilbert, AZ  85234","Food boxes, clothing, child toys, household  items/appliances, referral to programs,  utility assistance, rental assistance"
CHANDLER,,,,
AZCEND- Chandler Christian Community  Center,"480-963-1423 
Fax: 480-726-0896",http://azcend.org/press-room-faq/,"345 S California St., Chandler, AZ 85224","Emergency food boxes & clothing, family  resource center, “Chandler Clean Machine”  for shower and laundry services "
Matthews Crossing,480-857-2296,,"1368 N Arizona Ave., Ste  112, Chandler, AZ 85225","Emergency food boxes. Weekdays except  Wednesday (9:00 AM- 12:00 PM).  
Wednesdays (4:00 PM- 6:00 PM)"
DES Family Assistance  administration Office,480-777-1168,https://des.az.gov/services/basic-needs/family-assistance,"125 E Elliot Rd., Chandler, AZ 85225",Nutrition assistance 
Foothills Community  Services,913-271-1358,https://www.thebridgefcs.org/,"3215 N Arizona Avenue,  Ste. 19, Chandler, AZ  85225","Food, Clothing Assistance and Link To  Supportive Programs "
Neighborhood Resource Division,480-782-2000,http://www.chandleraz.gov/default.aspx?pageid=149,"175 S Arizona Ave., Chandler, AZ 85225","Homeless prevention, Rapid Re-housing  program "
MESA,,,,
A New Leaf’s Mesa CAN,480-833-9200,http://www.turnanewleaf.org/services/mesacan.html,"635 E Broadway Rd.,  Mesa, AZ 85204","Eviction Prevention, emergency homeless  housing, mortgage foreclosure help, Rental  security, Utility assistance "
Paz de Cristo,480-464-2370,https://pazdecristo.org/,"424 W Broadway Rd.,  Mesa, AZ 85210 
https://pazdecristo.org/","Free dinner program, bus passes, prescription assistance, food box, hygiene  kits, clothing, assistance with obtaining birth  certificates, and employment assistance."
Neighborhood  Outreach,"Electric: 480-644-2266 
Gas: 480-644- 4277 
Water: 480-644-2262",http://www.mesaaz.gov/about-us/contact-us,"20 E Main St., Ste, Mesa  AZ 85201","Homeless prevention, Rapid Re-housing  program "
United Food Bank,480-926-4897,https://unitedfoodbank.org/#contact-section,"358 E Javelina Ave., Mesa, AZ 85210","Food bank, meal sites, food pantries, mobile  pantries "
,,,"245 S Nina Dr., Mesa, AZ 85210",
East Mesa (Baptist Church) Food Bank,480-986-9827,,"752 S Ellsworth Rd., Mesa, AZ 85208",Emergency food boxes 4:45 PM Sunday.  Must bring own box and be on time
PHOENIX,,,,
Money Management  International,866-889-9347,http://www.moneymanagement.org/AboutUs/Locations.aspx,"722 E Osborn Rd., Ste.  330, Phoenix, AZ 85014","Counseling, advice, repayment plan to  creditors, free educational classes, HUD  certified counseling, mortgage default "
Travis L Williams Family  Services Center,602-534-4732,https://www.phoenix.gov/humanservices/programs/emergency,"4732 S Central Ave., Phoenix, AZ 85040","Case management, rent, utilities, food boxes,  bus tickets for employment. Phoenix  residents only. "
Central Phoenix Family  Services,602-534-1250,,"1250 S. 7th Ave, Phoenix,  AZ 85007","Homelessness Prevention, Rapid Re-Housing  Program"
St. Mary’s Food Bank  Alliance,602-242-3663,http://www.firstfoodbank.org/learn/programs/,"2831 N 31st Avenue, Phoenix, AZ 85009","Food distribution, Children’s feeding  programs, Community kitchen "
Diocesan Council for  the Society of St. Vincent De Paul,602-266-4673,Locations: https://www.stvincentdepaul.net/contact,,"Community information referral: 602-263- 8856 
Call 2-1-1 for food boxes, furniture, clothing,  utility bills or rent."
Friendly House,602-257-1870,https://www.friendlyhouse.org,"113 W Sherman St., Phoenix, AZ 85003","Academia del pueblo, Adult education,  college and career readiness program,  emergency support services, family  
immigration services, and many more. "
Lodestar Day Resource  Center,602-393-9930,http://lodestardrc.org/services/,"1125 W Jackson St., Phoenix, AZ 85007","Housing transition program, emergency food  box referrals, referrals to community  agencies for additional social service  supports, mediating with landlords, eviction  prevention "
Most Holy Trinity Church,602-944-3375,,"8620 N 7th St., Phoenix,  AZ 85020",For spiritual growth. Catholic Church.
Pilgrims Rest,602-258-0831,http://www.pilgrimrestphx.org/pr_services.html,"1401 W Jefferson St.,  Phoenix, AZ 85034 ","Benevolence applications, community  education and events, employment, foster  care and adoption, mobile food distribution,  and providing access to additional  community resources"
TEMPE,,,,
Money Management  International,866-889-9347,http://www.moneymanagement.org/AboutUs/Locations.aspx,"1 W Elliott Rd., Ste. 101,  Tempe, AZ 85284","Counseling, advice, repayment plan to  creditors, free educational classes, HUD  certified counseling, mortgage default"
Escalante Community  Center,480-350-5800,http://www.tempe.gov/city-hall/community-services/community-recreation-centers/escalante-multi-generational-center,"2150 E Orange St.,  Tempe, AZ 85281","Food boxes, rental assistance, utility  assistance, health clinic, immunizations,  meals on wheels program, senior services "
City of Tempe Housing  Services,480-350-8950,http://www.tempe.gov/residents/housing services,"3500 S. Rural Rd., Tempe,  AZ 85282",Federal housing programs for those who  need assistance 
Buddhist Compassion  Relief Tzu Chi  Foundation,480-838-6556,,"2145 W Elliot Rd,  Chandler, AZ 85224","Food, clothing, household goods to low  income or elderly. Emergency relief to  victims of accidents or disasters. Can do  walk-ins."
APACHE JUNCTION,,,,
Apache Junction Food  Bank,480-983-2995,"
http://www.ajfoodbank.org/about-us.html","575 N Idaho Rd., Ste 701, AJ 85119","Walk-ins served. No referral required. Live  within service area (Ocotillo Rd to the south,  Ellsworth Rd to the west, McDowell Rd to  the north, and Queen Valley to the east).  Meet federal poverty guidelines. Photo ID  and proof of address."
ELOY,,,,
Community Action Human Resources  Agency (CAHRA),"520-466-1112 
1-877-472-2472",,"109 Sunshine Blvd., Eloy,  AZ 85131","Emergency services, utility deposit, utility  payment assistance, rent/mortgage payment  assistance"
AVONDALE,,,,
Care First Avondale Resource Center,"623-333-2700 
1-855-204-7797",www.avondale.org/nfs,"328 W Western Ave., Avondale, AZ 85323","Utility and rental assistance, case management, outreach, career center, pre employment"
GILA BEND,,,,
Care First Gila Bend  Resource Center,928-683-6502,http://familyresourceaz.org/resources/gila-bend-family-resource-center,"303 E Pima St., Gila Bend,  AZ 85337","Rent and utility assistance, telephone  assistance program, weatherization program,  case management "
FOOTHILLS,,,,
Foothills Food Bank and  Resource Center,480-488-1145,https://www.foothillsfoodbank.com/,"6038 E Hidden Valley Dr.,  Cave Creek","Food boxes, rent, medical bills, prescription,  etc."
Salt River Project,602-236-8888,https://www.srpnet.com/contactus/default.aspx,,"Electric bill assistance, Utility assistance"
ADDITIONAL COMMUNITY SUPPORTS,,,,
SRP Economy Price Program,602-236-8888,www.srpnet.com/prices/ home/chooseyourpricepl an.aspx,,"4 electricity plans, offers and economy prices  plan for qualifying individuals."
Low- income Home  Energy Assistance  Program (LIHEAP),602-542-4446,https://www.acf.hhs.gov /ocs/programs/liheap,,"Utilities, weatherization, appliance repair."
Labor’s Community  Service Agency Emergency program/ Mortgage Assistance  Program,602-263-5741,"www.saveourhomeaz.gov 
http://lcsaphx.org/programs-services/","3117 N 16th St., Suite  100, Phoenix, AZ 85016","Emergency financial assistance for eviction  or shut-off notices, Foreclosure Intervention Program "
St. Vincent de Paul’s  Food Reclamation Center,877-211-8661,,"420 W Watkins Rd., Phoenix, AZ 85003","Weekdays 6:30 AM- 3:30 PM 
Weekends 6:00 AM- 12:00 PM"
Southwest Gas Assistance program,"1-877-860- 
6020",https://myaccount.swgas.com/content/lira,"1600 E Northern Avenue,  Phoenix, AZ 85020 ",Energy reduced rates through the Arizona  Low-income Ratepayer Assistance (LIRA)  Program. Save money by providing a yearly  30% reduction in monthly basic service  charge and a “per therm” rate discount.
Maricopa County Victim Compensation,602-506-4955,https://www.maricopacountyattorney.org/35/Victims,"301 W Jefferson St., Phoenix, AZ 85003","With eligibility: Medical expenses, Mental  health counselling, loss of wages, and/or  funeral expenses "
Agua Fria Food and Clothing Bank,623-932-9135,,"405 E Harrison Dr., Avondale, AZ 85323","Clothing, homeless kits and shower facility,  and school uniforms."
APS,602-371-7171,www.aps.com,,Budget electricity programs
Buckeye Office of Social  Services (BOSS) Utility  Assistance,623-386-6365,http://www.bosssite.org/,"501 E Mahoney Ave, Buckeye, AZ 85326",No restrictions. Office assistance and  referrals for people who have had utilities  shut off. 
Chicanos por la Causa,602-257-0700,www.cplc.org,"1112 E Buckeye Rd., Phoenix, AZ 85034 ","Computer training, employment assistance,  workshops, GED classes, first time  
homebuyers, housing loan modifications,  safe and affordable housing options."
Church of the Master Presbyterian,480-985-1660,,"6659 E University Dr.,  Mesa, AZ 85205",Food boxes and utility assistance
John F Long Family Service Center,602-262-6510,,"3454 N 51st Ave, Phoenix,  AZ 85031","Rental, utility, mortgage. Food boxes, bus  tickets for employment, case management."
Maricopa County Utility  and Rental Assistance,602-506-3011,,"301 W Jefferson St., Phoenix, AZ 85003","Utilities, weatherization, rent, mortgage, air  conditioning repairs in the summer"
Military Assistance Mission,602-246-6429,,"17464 N 25th Ave., Suite  A-1, Phoenix, AZ 85023","Rent, mortgage, utilities, care repairs, vehicle  payments, food."
Lifeline Telephone Discount Program,1-888-225-5322,https://www.fcc.gov/general/lifeline-program-low-income-consumers,,"Discount to basic telephone rates.  
Households must be at below 150% of  poverty or receiving other state benefits"
Salt River Pima Maricopa Indian Community Family Assistance Division,480-362-5720,,"10079 E Osborn Rd., Scottsdale, AZ 85256",Financial assistance and TANF for tribal  members.
Senior Helpline,602-264-4357,https://www.aaaphx.org/program-services/,"1366 E Thomas Rd., Suite  108, Phoenix, AZ 85014",Referrals for rental and utility assistance 
Southeastern Community Action Plan,928-428-2872,http://www.seacapaz.com/calendar-of-services.html,"283 W 5th Safford, AZ  85546 ","Eviction prevention, temporary housing,  rent, mortgage, utility, air conditioning repair  in the summer, repair or replacement of  appliances, transportation to people with  disabilities."
Sunnyslope Family Services Center,602-495-5229,,"914 E Hatcher Rd., Phoenix, AZ 85021","Rent, utilities, case management, air  conditioning repairs in the summer."
Tolleson Community  Action Program (CAP),623-936-2760,,"9555 W Van Buren St.,  Tolleson, AZ 85353","Utilities, utility discount enrollment, water  assistance May-Oct, weatherization, rent,  case management, air conditioning repairs in  summer."
U.S. Department of  Housing and Urban  Development,602- 379-7100,https://portal.hud.gov/hudportal/HUD?src=/states/arizona/offices,"One North Central Avenue, Ste. 600,  Phoenix, AZ 85004","Referrals on home buying, avoiding foreclosure, rent, fair housing laws,  subsidized housing options, assistance in  locating affordable housing. "
Victory Lutheran  Church,480-830-5024,http://victorylutheran.com/,"5946 E University Dr.,  Mesa, AZ 85205","Food, case management, rent, utilities, job  assistance, counseling "
Vista del Camino Community Action  Program (CAP),480-312-2323,http://www.scottsdaleaz.gov/social-services/vista-del-camino,"7700 E Roosevelt St.,  Scottsdale, AZ 85257","Food, rent, utility, transportation, prescriptions, special needs, career clothing,  referrals, air conditioning repairs in the  summer."
PRESCRIPTION ASSISTANCE,,,,
RX Outreach from,"1-800-769-3880 
1-888-796-1234",www.rxoutreach.com,,Patient assistance program. Non-profit mail  order pharmacy.
Glaxo Bridges to Access,1-888-825-5249,https://www.gskforyou.com/,,Patient Assistance Program/ Free Medications
Medication Assistance,800-503-6897,www.needymeds.org,,Discounted Medication programs;  Medication Rebates and Coupons by  Medication Brand
Partnership for Prescription Assistance,,www.pparx.org/Intro.php,,Helps qualifying patients get coverage for  prescriptions through public/private  programs
Copper Rx Card/ Arizona Rx Card,1-888-227-8315,Arizonarxcard.com,,"Diabetic supplies, prescription assistance,  pet pharmacy assistance. Offers drug  discounts ranging from 15-55% will cover  supplies such as insulin, glucometers,  syringes & test strips"
Community Assistance  program,888-311-6224,Caprxprogram.org,,Rx medication Card a Community Assistance  Program to help the uninsured & underinsured
FamilyWize,866-810-3784,www.familywize.org,,"Discounted Prescription Drug Card program.  You get the familywize card via app, email, or  text."
,,,,
FOOD,,,,
GENERAL RESOURCES,,,,
Food Hotline,602-528-3434,,,
Association of AZ Food  Banks,"602-528-3434 
800-445-1914",www.azfoodbanks.org,,Food Bank Locator and Directory
Bountiful Baskets Co-Op,,www.bountfulbaskets.or g,,"$15 for a conventional basket, $25 for a  100% organic basket with processing fee of  $2.50. Free online account must be set up.  Contribution time closes on Tuesday night,  first come first serve. Pick up time will be  chosen online. Various locations."
Open Door Fellowship  Church,602-242-4414,,8301 N 19th Ave,"9:00 AM- 11:30 Am, 2nd and 4th Saturday.  Must have photo ID."
Southern Phoenix Baptist Church- Bernard  Black Ministries,602-268-2512,,2006 E Broadway Rd.,2nd and 4th Tuesday at 7:00 AM. Every  Thursday 8:00 AM- 9:00 AM. Bring your own  box and leave it. Return between 11:00 AM 12:00 PM to receive your full box of food.  Hot breakfast served every Saturday 8:00  AM- 9:00 AM
Peoria Community Center,623-979-3570,,8335 W Jefferson St.,2nd Thursday of each month. Must live in  Peoria. Bring proof of address. Brown bag  available every Thursday at 7:00 AM.
FIBCO Family Services,602-385-3900,,8335 W Jefferson Sr.,2nd Thursday of each month. Must live in  Peoria. Bring proof of address. Brown bag  available every Thursday at 7:00 AM.
Market on the Move  (The 3000 Club),623-374-2559,www.the3000club.org,,60 lbs of produce for $10 donation. Saturday  9:00 AM- 1:00 PM. Various locations.
Wayne Unruh Memorial  Dining Room,480-649-0081 Fax # only,,67 W Broadway Rd.,7 days per week. Breakfast 7:00 AM- 8:30  AM. Lunch 9:30 AM- 11:30 AM.
Desert Mission Food  Bank,602-870-6062,,"9229 N 4th St., Phoenix,  AZ 85020","Bargain basket program, snack pac program.  Monday, Tuesday, Thursday 8:30 am- 4:00  PM. Wednesday 8:30 AM- 5:30 PM. Friday  8:30 AM- 2:30 PM. Bring photo ID and proof  of address."
Set Free Baptist Fellowship,602-267-1511,,1034 N 24th St,"Breakfast- 7:30 AM, Lunch- 12:00 PM,  Dinner- 4:30 PM, 7 days a week"
Chinese Senior Center,602-262-6411,,734 W Elm St.,Call ahead for availability. Distribution Is the  last Tuesday of each month from 8:00 AM 12:00 PM
St. Mary’s Food Bank  Alliance,"602-242-3663 
602-352-3640",www.firstfoodbank.org,"2831 N 31st Ave., Phoenix, AZ 85009 ",Call number to be directed to food bank  locations nearest you. Based on ZIP code.  Food and baby box program.
Society of St. Vincent de  Paul,602-254-3338,https://www.stvincentdepaul.net/programs,"420 W Watkins Rd.,  Phoenix, AZ 85003",Family only dining room. Monday-Friday 4:45  PM- 6:00 PM 
Black Family and Child  Services,602-243-1773,,"1522 E Southern Avenue,  Phoenix, AZ 85040",Fill out paperwork for non-emergency food  box on Monday 8:30 AM- 5:00 PM. Call  ahead for emergency boxes. Must have ID  and proof of address. 1 box/month.
Covenant of Grace Ministries,602-678-0999,,906 W Peoria Ave,Food and clothing. Tuesday 11:30 AM-1:30  PM. Picture ID and proof of address required.
All Saints Lutheran Church,602-866-9191,,15649 N 7th St.,Food bags available once per month. Call  ahead recommended. Monday- Thursday  9:00 AM-4:00 PM. Friday 9:00 AM-12:00 PM.  Must have photo ID and current water or  electric bill.
Agua Fria Food and Clothing Bank,623-932-9135,,405 E Harrison Dr.,"Food box, infant box, clothing, shower  facility, school uniforms. Current photo ID  required."
First Southern Baptist  Church Open Arms,602-242-6104,,3100 W Camelback Rd.,"Food boxes and clothing, Wednesday 9:00  AM- 11:00 AM. Bring photo ID and proof of  residence."
Mount of Olives Lutheran Church,602-956-1620,,3546 E Thomas Rd,"Food closet open Thursday 1:00 PM- 5:00  PM. Photo ID, proof of address, and birth  certificate required."
Neighborhood Ministries,602-252-5222,,1929 W Fillmore,Friday 8:30 AM- 11:00 AM. Photo ID  required.
Desert Christian Fellowship,602-861-4008,,1445 W Northern Ave,"Mobile food pantry with only perishable  items. Every 3rd Friday of the month at 7:00  AM, first come basis. Bring own boxes."
Trinity Broadcasting,602-273-1479,,3551 E McDowell Rd,"Monday, Wednesday, Friday 1:00 PM- 4:00  PM. Must call first to make an appointment.  Bring photo ID."
Victory Lutheran Church,480-654-4539,,5946 E University,"Monday, Wednesday, Friday 1:00 PM- 11:30  PM. Bring photo ID. May receive food once  every 4 weeks."
"Salvation Army 
Multiple locations and  referral line","602-267-4122 
480-588-4149",,2707 E Van Buren,"Monday- Friday 8:00 Am- 12:00 PM. Bring  photo ID and proof of address, birth  certificate for minors. SRP, APS, & gas  assistance- 602-267-4127. Family Shelter 602-263-8856. DV shelter- 602-267-4111.  Project hope- 602-302-8861"
Highways & Hedges  Ministries,602-212-0850,,2515 E Thomas,Monday- Friday 9:30 AM- 5:00 PM. Must  have photo ID. Available by appointment  only.
C.E.D.A.,480-921-1990,,Tempe,"Monday-Friday 9:00 AM-12:00 PM, 1:30 PM  – 4:30 PM. Need 2 forms of ID and 1 form for  each person in the household."
St. Luke’s at the Mountain Church,602-276-7318,,848 E Dobbins Rd.,Monday-Friday 9:00AM- 12:00 PM. Free  farmer’s market 2nd Saturday at 6:00 Am and  4th Saturday at 12:00 PM. Sign up required 1 & ½ hours prior to farmer’s market opening  time.
Paradise Valley Emergency Food Bank,602-867-9228,,10862 N 32nd St.,"Monday-Friday 9:00 AM- 3:30 AM. By  appointment only. Must belong to the  Paradise Valley School District. ID, social  security #, and proof of address required."
Andre House of Arizona,602-255-0580,,213 S 11th Ave,Monday- Saturday 5:30 PM- 6:30 PM
St. Gregory’s- St Vincent  de Paul,602-266-4884,,"3424 N 18th Ave., Phoenix, AZ 85015",Monday- Saturday 9:00 AM- 10:00 AM. Must  call at 9:00 AM
ICM Food & Clothing  Bank,602-254-7450,,501 S 9th Ave,Monday- Saturday 9:00 AM- 11:00 AM. Bring  ID and Proof of address.
Interfaith Cooperative  Ministries,602-254-7450,,,Monday- Saturday 9:00 AM- 11:00 AM. Bring  a referral form from a case manager
Friendly House,602-257-1870,,723 S 1st Ave,Monday- Thursday 8:30 AM- 11:00 AM. Must  have photo ID
Cultural Cup Food Bank  & Clinic,602-266-8370,,342 E Thomas Rd.,"Monday- Thursday 9:00 AM- 1:45 PM. Must  have proof of address and photo ID. Clinic on  Saturday 10:00 AM- 12:00 PM when the  doctor is available, call ahead for availability."
Joshua Tree Feeding  Program,602-264-0223,,2505 E Thomas Rd.,"Must be a client of Joshua Tree and have a  proof of HIV positive status. Wednesday:  Registration 9:30 AM- 11:45 AM, Food box  shopping 10:00 AM- 12:00 PM. Proof of  residency and income required."
Deer Valley Community  Senior Center,602-495-3714,,2001 W Wahalla Lane,Once per month for center participants only.  Bring ID to register.
Santa Teresita Dining  Room,602-850-6746,,14016 N erbena St.,Society of St. Vincent de Paul. Lunch  Monday-Friday 10:00 AM- 11:30 AM.
First Lutheran Church,480-969-7221,,142 N Date,Tuesday 9:00 AM- 11:45 AM (excluding 2nd Tuesday of each month). Photo ID required.
Life Bridge Resource  Center,602-864-3408,,7510 N 27th Ave,Tuesday 9:00 AM- 11:00 AM food and  clothing. Wednesday 6:30 PM- 8:00 PM food  only. Thursday 1:00 PM- 3:00 PM food and  clothing. Photo ID required. One visit per  month.
Church on Fillmore  Mercy Hill Phoenix,602-252-1423,,745 W Fillmore,Tuesday 9:00 AM- 12:00 Pm. Must have  photo ID.
Tanner Chapel A.M.E.  Church,"602-253-8426 
602-253-0876",,"20 S 8th St., Phoenix, AZ  85034",Tuesday and Friday 11:00 AM- 3:00 PM. Must  bring ID for everyone in the household and  proof of address.
St. Augustine- St.  Vincent de Paul,623-849-3131,http://www.staugustinecatholicchurch.org/,"3630 N 71st Ave.,  Phoenix, AZ 85033 ",No walk-ins accepted. Photo ID and proof of  address. Call on Tue from 9:00 am - 11:30 am  or Thu 5:00 pm - 7:00 pm to make an  appointment for a food box
Operation Care North,602-866-0135,,"1827 W Grovers Ave.,  Phoenix, AZ 85023",Tuesday and Thursday 9:00 AM- 11:30 AM.  Proof of address and Photo ID required for  household.
Living Streams Church,602-957-7500,,"7000 N Central Ave., Phoenix, AZ 85020",Food pantry. Photo ID required. First come  basis.
Lighthouse Assembly of  God,520-356-6718,,"11135 AZ-77, WInkelman, AZ 85912","Wednesday 10:00 AM. First come, first serve."
First Southern Baptist  Church Open Arms,602-242-6104,www.firstphx.org,"3100 W Camelback Rd.,  Phoenix, AZ 85017",Wednesday 9:00 AM- 11:00 M. Must have  photo ID and proof of residence 
St. Stephen’s Episcopal  Church,602-840-0437,,2310 N 56th St,Wednesday 9:00 AM- 12:00 PM. Must have  photo ID.
Phoenix Rescue Mission- Family Outreach Service center,602-233-3000,,1801 S 35th Ave,"Monday-Friday Meals; breakfast 6:30 AM 8:00 AM, Lunch 11:30 AM- 1:00 PM, Dinner  4:30 PM- 6:30 PM.  
Saturday-Sunday Meals: Breakfast 8:00AM 9:00 AM, Lunch 1:00 PM- 2:00 PM,, Dinner  4:30 PM"
Paz de Cristo Community Center,480-464-2370,,"424 W Broadway, Mesa,  AZ","Outreach program for homeless- clothes,  food, job programs. Evening meal served  daily 5:30 PM- 6:45 PM. Nurses available on  Wednesdays 4:30 PM- 6:00 PM"
Harvest Compassion  Center,,,"4744 E Thunderbird Rd.,  Phoenix, AZ 85032","Operates like a grocery store where clients  shop for wanted food items and hygiene  products. Open M,W from 9:00 AM to 11:30  AM and Sat from 2:00 PM- 4:30 PM"
,,,,
JOB SERVICES,,,,
GENERAL RESOURCES,,,,
Arizona OIC,602-254-5081,,39 E Jackson,Employment and education assistance  program for adults and youth
DES Job Services,"602-276-5587 
480-926-5100",www.azdes.gov/jobs/,4635 S Central,"Vocational Rehabilitation 
DES Jobs Program Info Line: 602-542-4791"
AZ Common Ground,602-914-9000,,"2406 S 24th Suite-114,  Phoenix, AZ 85034","For ex-offenders. Orientation are held every  Monday mornings at 11:00 AM. No appointment needed for orientation. AZ  common Grounds provides support,  advocate and mentor previously incarcerated  youth and adults to become servant leaders within Maricopa County. Provides employment prep, program classes, mentorship program and community services  work/volunteerism."
Community Re-Integration Program,602-264-9891,,"2400 N Central Avenue,  Ste. 100, Phoenix, AZ  85004",
AWEE,602-371-1216,,914 W Hatcher,"For Women only. Computer access, job  search resources, clothing closet, community"
,928-778-3010,,805 Whipple St. Suite C,
,602-535-4420,,4005 N 16th St.,"resource links, career readiness workshops,  job clubs, legal and financial classes,  Microsoft computer instruction, case  management, pre and post employment  support, individual consultation, educational  guidance, prisoner reentry programs, youth  services age 14-21."
,602-275-7582  x200,,3333 E Van Buren St.,
,602-223-4333,,640 N 1st Avenue,
Empowerment Center at Empowerment Systems,"480-367-6937 
Fax: 480-982- 7320",http://www.empowermentsystems.org/programs__services.aspx,"2066 W Apache Trail, Ste. 116., Apache Junction, AZ 85120","Assistance with AHCCCS and other insurance applications, computer lab for job searching, produce drop every 4th Wednesday of the month."
Fresh Start Women’s  Resource Center,602-252-8494,,"1130 E McDowell Rd.,  Phoenix, AZ 85006","Women only. Provides library, speakers/workshops, information/referral  services, employment resources center, legal  services, mentoring program, and childcare  while the mother is at the center."
Goodwill Career Center/  Fresh Start Women’s  Program,602-535-4000,,"106 McKellips Rd., Mesa,  AZ 85201","Case management services, Employment  assistance"
